fold_id,repeat_id,seed,model_name,class_ratio,achieved_ratio,metric_accuracy,metric_roc_auc,shap_age_years,shap_checking_status_A11,shap_checking_status_A12,shap_checking_status_A13,shap_checking_status_A14,shap_credit_amount,shap_credit_history_A30,shap_credit_history_A31,shap_credit_history_A32,shap_credit_history_A33,shap_credit_history_A34,shap_duration_months,shap_employment_since_A71,shap_employment_since_A72,shap_employment_since_A73,shap_employment_since_A74,shap_employment_since_A75,shap_existing_credits,shap_foreign_worker_A201,shap_foreign_worker_A202,shap_housing_A151,shap_housing_A152,shap_housing_A153,shap_installment_rate,shap_job_A171,shap_job_A172,shap_job_A173,shap_job_A174,shap_other_debtors_A101,shap_other_debtors_A102,shap_other_debtors_A103,shap_other_installment_plans_A141,shap_other_installment_plans_A142,shap_other_installment_plans_A143,shap_people_liable,shap_personal_status_sex_A91,shap_personal_status_sex_A92,shap_personal_status_sex_A93,shap_personal_status_sex_A94,shap_property_A121,shap_property_A122,shap_property_A123,shap_property_A124,shap_purpose_A40,shap_purpose_A41,shap_purpose_A410,shap_purpose_A42,shap_purpose_A43,shap_purpose_A44,shap_purpose_A45,shap_purpose_A46,shap_purpose_A48,shap_purpose_A49,shap_residence_since,shap_savings_status_A61,shap_savings_status_A62,shap_savings_status_A63,shap_savings_status_A64,shap_savings_status_A65,shap_telephone_A191,shap_telephone_A192,pfi_age_years,pfi_checking_status_A11,pfi_checking_status_A12,pfi_checking_status_A13,pfi_checking_status_A14,pfi_credit_amount,pfi_credit_history_A30,pfi_credit_history_A31,pfi_credit_history_A32,pfi_credit_history_A33,pfi_credit_history_A34,pfi_duration_months,pfi_employment_since_A71,pfi_employment_since_A72,pfi_employment_since_A73,pfi_employment_since_A74,pfi_employment_since_A75,pfi_existing_credits,pfi_foreign_worker_A201,pfi_foreign_worker_A202,pfi_housing_A151,pfi_housing_A152,pfi_housing_A153,pfi_installment_rate,pfi_job_A171,pfi_job_A172,pfi_job_A173,pfi_job_A174,pfi_other_debtors_A101,pfi_other_debtors_A102,pfi_other_debtors_A103,pfi_other_installment_plans_A141,pfi_other_installment_plans_A142,pfi_other_installment_plans_A143,pfi_people_liable,pfi_personal_status_sex_A91,pfi_personal_status_sex_A92,pfi_personal_status_sex_A93,pfi_personal_status_sex_A94,pfi_property_A121,pfi_property_A122,pfi_property_A123,pfi_property_A124,pfi_purpose_A40,pfi_purpose_A41,pfi_purpose_A410,pfi_purpose_A42,pfi_purpose_A43,pfi_purpose_A44,pfi_purpose_A45,pfi_purpose_A46,pfi_purpose_A48,pfi_purpose_A49,pfi_residence_since,pfi_savings_status_A61,pfi_savings_status_A62,pfi_savings_status_A63,pfi_savings_status_A64,pfi_savings_status_A65,pfi_telephone_A191,pfi_telephone_A192
0,0,42,xgboost,0.1,0.1,0.725,0.724047619047619,0.3829866051673889,0.145729511976242,0.0755149498581886,0.0718600526452064,0.3845885992050171,0.4432923495769501,0.0330976210534572,0.0554617457091808,0.0460829921066761,0.0164939016103744,0.2303269505500793,0.3935060799121856,0.0106507949531078,0.1104738488793373,0.1225335523486137,0.1435310244560241,0.0181914251297712,0.0757558122277259,0.0018893554806709,0.0,0.1205449029803276,0.073823407292366,0.007806833833456,0.2637493014335632,0.0,0.0343950018286705,0.0360191948711872,0.0184504278004169,0.0584061630070209,0.0021511558443307,0.061619758605957,0.0362993590533733,0.0082358159124851,0.0926671624183654,0.0491701886057853,0.0037422829773277,0.0769400373101234,0.0330572612583637,0.0111358575522899,0.1550669223070144,0.1829579770565033,0.1676064282655716,0.0303420964628458,0.0945213586091995,0.1420715749263763,0.0,0.1793476939201355,0.0355570875108242,0.0,0.0036630362737923,0.0051681534387171,0.0,0.0034030566457659,0.1846446841955185,0.4403278827667236,0.0114036984741687,0.0015612387796863,0.0142740877345204,0.0309130698442459,0.0225391965359449,0.0,-0.0138690476190476,0.0128571428571428,0.0030238095238094,0.0019404761904761,0.0561071428571428,0.0241071428571428,0.002047619047619,-0.0003571428571428,0.0005119047619047,0.0001190476190476,0.0218571428571428,0.0345238095238095,0.0001071428571428,0.0021309523809523,-0.0028095238095238,0.0022380952380952,-0.000297619047619,-0.0032023809523809,1.190476190474632e-05,0.0,-0.0047142857142857,-0.00025,0.0002857142857142,-0.0057380952380952,0.0,0.0015,-0.000297619047619,0.0009999999999999,-0.0033571428571428,-0.0001785714285714,-0.0080357142857143,-0.0016547619047619,-0.0004880952380952,0.0031785714285714,-0.0005,-0.0006904761904761,0.0007380952380952,-0.0052261904761905,-0.0012380952380952,0.0017499999999999,-0.0104404761904761,-0.0099761904761904,-0.0014404761904762,0.0008095238095238,-8.333333333335747e-05,0.0,-0.0049642857142857,-0.0030952380952381,0.0,-0.0005833333333333,-5.952380952385372e-05,0.0,-0.0003928571428571,-0.0070952380952381,0.0274642857142857,0.0004761904761904,-9.52380952381815e-05,-0.0010119047619048,0.0027738095238094,-0.0024404761904762,0.0
0,0,42,xgboost,0.3,0.3,0.725,0.7755952380952381,0.2092690616846084,0.208927035331726,0.025433475151658,0.0219441801309585,0.4653095006942749,0.2388978898525238,0.0389880090951919,0.0556532591581344,0.0113125415518879,0.0105603579431772,0.2199201732873916,0.4640487730503082,0.0063364235684275,0.0322582796216011,0.0332054607570171,0.155560553073883,0.0050608576275408,0.0170300975441932,0.0169688183814287,0.0212632343173027,0.068525493144989,0.0352259241044521,0.0053763799369335,0.1629639863967895,0.0,0.0090380450710654,0.0164563301950693,0.0104896845296025,0.0017862715758383,0.0253771375864744,0.0919671654701232,0.0393163710832595,0.0018815951189026,0.0868927463889122,0.0415000431239604,0.0098986867815256,0.0247367732226848,0.0376679077744483,0.0014736705925315,0.0757159739732742,0.0081421518698334,0.0127663351595401,0.0656961053609848,0.1546450853347778,0.136018693447113,0.0032943561673164,0.0222581308335065,0.0559461340308189,0.0,0.0027994229458272,0.045784868299961,0.0,0.0128126665949821,0.0697836652398109,0.1820950508117675,0.0111255254596471,0.0020274857524782,0.042897418141365,0.0598906390368938,0.0414064899086952,0.0163340345025062,0.0032023809523809,0.016,0.0031071428571428,0.0014047619047619,0.0833928571428571,0.0190119047619048,0.00025,-0.0036547619047618,-0.0003809523809523,-0.0006666666666666,0.0180119047619048,0.0337261904761904,0.0010714285714286,-0.0001785714285714,-0.0022499999999999,0.0017380952380952,-0.0001666666666666,0.0009642857142857,-0.0021785714285714,-0.0023809523809523,-0.0002619047619047,-0.0003214285714285,0.0005714285714285,-0.0015476190476189,0.0,-0.0008214285714285,0.0004166666666666,8.333333333334635e-05,3.571428571431667e-05,-0.0023095238095237,-0.0112738095238094,0.0002857142857143,-0.0004285714285713,0.0013690476190476,-0.001095238095238,0.0006071428571428,0.0018452380952381,-0.0005833333333333,-0.0006428571428571,0.0017023809523809,-5.952380952378711e-05,0.0007380952380952,-0.0029999999999999,0.0121666666666666,0.0020714285714285,0.0003214285714285,-0.0009523809523809,-0.0009404761904761,0.0,-0.0012261904761904,-0.0004999999999999,0.0,-0.001547619047619,-0.0013809523809523,0.0066428571428571,4.4408920985006264e-17,-2.380952380945933e-05,-0.001047619047619,0.0071547619047619,-0.0029047619047618,-0.0003809523809524
0,0,42,xgboost,0.5,0.5,0.725,0.7607142857142858,0.3116559982299804,0.4754108488559723,0.1431995034217834,0.0146524654701352,0.5189172625541687,0.3311839997768402,0.0314595326781272,0.107565090060234,0.0262826681137084,0.0063798809424042,0.3370944559574127,0.7008021473884583,0.0361693985760211,0.1175108030438423,0.0226934533566236,0.2769321501255035,0.0139468554407358,0.0508006662130355,0.0229687113314867,0.0100328335538506,0.0535065941512584,0.016964852809906,0.007081679534167,0.1573138833045959,0.0,0.0695004239678382,0.068056434392929,0.0284498389810323,0.018647214397788,0.0215908270329237,0.1123329326510429,0.0634035319089889,0.0216645505279302,0.1009181216359138,0.0628347843885421,0.0171078257262706,0.1425087600946426,0.0277619957923889,0.0067059271968901,0.1327341943979263,0.0203269962221384,0.067991517484188,0.0109970299527049,0.3792372643947601,0.102659098803997,0.0,0.0720728412270546,0.0499323308467865,0.0,0.010728133842349,0.1173004060983657,0.0,0.0612801611423492,0.0784763395786285,0.1176066845655441,0.0356756225228309,0.0048839203082025,0.0907630324363708,0.1724650561809539,0.0779597461223602,0.0280480161309242,0.0168452380952381,0.0257380952380952,0.0122976190476191,-0.0009047619047618,0.0471309523809524,-0.0029166666666665,-0.0028333333333332,-0.0049285714285714,-0.0018809523809523,-0.0002499999999999,0.0171190476190476,0.0306785714285715,0.0005833333333334,0.0002976190476191,-0.0008571428571428,-0.0109285714285713,0.0009761904761905,0.0043809523809524,-0.0012619047619046,-0.0006071428571427,0.0002023809523809,0.0025714285714286,-0.000297619047619,0.0017142857142857,0.0,-0.004142857142857,0.0018333333333334,-0.0002142857142856,0.0001904761904762,0.0001428571428571,-0.011392857142857,-0.0023809523809523,0.001047619047619,0.0021190476190476,-0.0010476190476189,0.0002857142857143,-0.0024047619047618,-0.0043095238095237,-8.333333333330196e-05,0.0041547619047619,0.0001785714285714,-0.0017142857142856,-0.0016071428571427,0.0205,-0.0001309523809523,0.0,0.0003690476190476,-0.0001428571428571,0.0,-0.0017857142857142,-0.0012857142857142,0.0,-0.0027380952380951,-0.0040595238095237,-3.571428571420565e-05,-0.0028095238095237,2.380952380959256e-05,0.000452380952381,0.0067738095238096,-0.0010476190476189,0.0003809523809524
1,0,42,xgboost,0.1,0.1,0.73,0.7322619047619047,0.2292365580797195,0.1869430691003799,0.0165295451879501,0.011421469040215,0.5396271347999573,0.4602011442184448,0.0028569030109792,0.0,0.0301356483250856,0.0108545897528529,0.0895504578948021,0.3108572363853454,0.0168608743697404,0.0422892346978187,0.0576636083424091,0.0632930770516395,0.00809330586344,0.0292398352175951,0.0129836937412619,0.0,0.0015504616312682,0.077673353254795,0.0182580910623073,0.256107360124588,0.0,0.0096042659133672,0.0141075942665338,0.0238414164632558,0.0057434630580246,0.0022171807941049,0.0199418719857931,0.0049522225745022,0.0017557042883709,0.0627810433506965,0.0584656633436679,0.0067848460748791,0.0093942517414689,0.0301058962941169,0.0193323045969009,0.1078757345676422,0.0205334201455116,0.0295670088380575,0.0722275227308273,0.2989269495010376,0.0141761293634772,0.0,0.0117189763113856,0.011493862606585,0.0,0.0,0.0374050959944725,0.0,0.002562460489571,0.0590389445424079,0.2124288380146026,0.0049457941204309,0.003234144533053,0.0104851936921477,0.0453433096408844,0.1217411682009697,0.0,0.0192023809523808,0.0112261904761903,-0.0024761904761905,-0.0004880952380953,0.0384999999999998,0.0164523809523808,0.0007857142857142,0.0,0.0002857142857142,-0.0010833333333333,0.0038690476190475,0.0090119047619046,-0.002952380952381,0.0015595238095237,-0.0019642857142858,0.0007738095238094,4.761904761900749e-05,-0.0005476190476191,0.0013690476190475,0.0,0.0006666666666666,-0.0001547619047619,-0.0024642857142857,0.0070357142857141,0.0,-0.0013690476190476,-0.0008452380952382,0.0030238095238094,-0.0006547619047619,0.0011190476190475,-0.0005476190476191,0.0002023809523808,-3.571428571430557e-05,-0.0010238095238096,-0.0012976190476191,-0.0007976190476191,-4.7619047619129606e-05,0.0020476190476189,0.0008214285714285,-0.005654761904762,0.0005119047619047,-0.003202380952381,-0.0050476190476191,0.0151071428571427,0.0001071428571428,0.0,-0.00175,-0.0019047619047619,0.0,0.0,-0.0019047619047619,0.0,-0.00025,-0.0032857142857143,0.0187142857142856,0.0001190476190476,-0.0002380952380953,-0.0004761904761905,0.0021071428571427,0.0119761904761904,0.0
1,0,42,xgboost,0.3,0.3,0.73,0.7554761904761904,0.0828719064593315,0.1757680475711822,0.0872693732380867,0.0123218288645148,0.5786859393119812,0.2648740410804748,0.0117114474996924,0.0512993447482585,0.012763992883265,0.0258070901036262,0.1918556243181228,0.3175806105136871,0.0037761200219392,0.050140906125307,0.0179217234253883,0.0579734481871128,0.0108031956478953,0.0244248360395431,0.0151371713727712,0.0020692013204097,0.028609337285161,0.0084966942667961,0.0061169774271547,0.093951016664505,0.0,0.011136932298541,0.0049880146980285,0.0136328553780913,0.0043730386532843,0.0,0.070732906460762,0.0353249795734882,0.003772952593863,0.1177715882658958,0.0340255610644817,0.0064189350232481,0.0164118688553571,0.0568682253360748,0.0021618937607854,0.0767662450671196,0.0083388546481728,0.0382110513746738,0.0550813116133213,0.1316157877445221,0.0966363921761512,0.0,0.0066206501796841,0.0204529669135808,0.0,0.0040183579549193,0.0285991579294204,0.0,0.0026089390739798,0.0505659878253936,0.1300955712795257,0.0239665620028972,0.0127849904820322,0.0220687985420227,0.0620095953345298,0.0130530046299099,0.0097053162753582,0.015095238095238,0.0189166666666665,-0.0027857142857143,0.0010595238095236,0.0599642857142856,0.0213571428571427,0.0025714285714284,0.0040595238095237,0.0012261904761903,-0.0005,0.009595238095238,0.0285833333333332,-0.0005119047619048,0.0022261904761903,0.0018809523809523,0.0029642857142856,0.0001309523809522,-0.00025,0.0005714285714284,-0.0004047619047619,0.0009999999999999,0.0006190476190475,-0.0004047619047619,0.0055357142857142,0.0,0.0002619047619046,-0.0003095238095238,0.0017023809523808,-0.0012380952380953,0.0,-0.0035952380952381,0.0012499999999998,-0.0001428571428572,0.0038095238095237,0.0006190476190475,-0.000452380952381,0.0003333333333332,0.0017976190476189,0.0005476190476189,-0.0032380952380952,0.0010833333333332,-0.0015952380952381,0.0023809523809523,0.0089523809523808,0.0129404761904761,0.0,0.0010714285714284,-0.0004285714285715,0.0,-8.333333333339077e-05,0.0005238095238094,0.0,0.0002738095238094,-3.571428571436108e-05,0.014095238095238,-0.0013571428571429,-0.0008571428571429,-0.0016904761904762,0.0072857142857141,0.0010238095238094,0.0012499999999999
1,0,42,xgboost,0.5,0.5,0.75,0.7572619047619047,0.2334915101528167,0.287483274936676,0.1106687188148498,0.055121149867773,0.7642378211021423,0.6211205124855042,0.0190479643642902,0.1441539674997329,0.0596712119877338,0.0384487397968769,0.3253288567066192,0.5500125288963318,0.0134728429839015,0.1364553868770599,0.04783820733428,0.1377506554126739,0.0389480553567409,0.1799230426549911,0.0404678769409656,0.0023391586728394,0.0430149883031845,0.0271819718182086,0.0431131497025489,0.079048290848732,0.0032772913109511,0.0300687402486801,0.0341233648359775,0.1333692967891693,0.0243308097124099,0.0120343454182147,0.1301133036613464,0.1131364330649375,0.0206170137971639,0.0674900785088539,0.0851381495594978,0.0122426226735115,0.0967447161674499,0.1017419919371604,0.0095560578629374,0.0896316170692443,0.0373503006994724,0.0337718240916729,0.0732023641467094,0.1798026859760284,0.2503115534782409,0.0,0.0753372013568878,0.0542082041501998,0.0,0.0182412751019001,0.018284136429429,0.0,0.0788453593850135,0.1454014182090759,0.1615065336227417,0.0619013793766498,0.0110037671402096,0.0442724525928497,0.1930860877037048,0.0781506225466728,0.0536715351045131,0.0139999999999999,0.0219761904761903,-0.0032857142857143,0.0042738095238094,0.0490238095238094,0.0178809523809522,0.0031785714285713,0.011547619047619,0.0009761904761904,0.0001428571428571,0.0098214285714284,0.0334642857142856,0.0009285714285713,0.0001785714285713,-0.001452380952381,0.0040476190476189,0.002642857142857,0.0054285714285713,0.0023214285714285,-8.333333333332416e-05,0.0020595238095237,7.142857142847792e-05,-0.0008333333333333,0.0056309523809523,0.0002619047619047,0.0012261904761904,0.0007380952380951,0.0022619047619047,0.0001309523809523,0.0008214285714285,-0.0004166666666667,0.0031666666666666,-0.0011785714285714,0.000595238095238,0.0003571428571428,-0.0004642857142857,0.0042857142857142,-0.0012380952380953,-0.0009047619047619,0.0012619047619046,0.0002023809523808,-0.0012857142857143,0.0011666666666666,0.0074999999999999,0.0166071428571428,0.0,0.0011666666666666,0.0038095238095237,0.0,-0.0003690476190476,-0.0006309523809524,0.0,-0.0001785714285715,-0.0001190476190476,0.0104285714285713,-0.0018690476190476,-0.0021309523809524,-0.00075,0.0060119047619046,0.0036547619047618,0.0035238095238094
2,0,42,xgboost,0.1,0.1,0.74,0.7163095238095238,0.2220518887042999,0.1566368490457534,0.2087329626083374,0.0822589173913002,0.4589854776859283,0.5220434665679932,0.0474657118320465,0.0046519353054463,0.0559357739984989,0.0062863933853805,0.5122429132461548,0.4229457974433899,0.0093712387606501,0.1746894270181656,0.0490519255399704,0.0803329050540924,0.0965459048748016,0.1602553576231002,0.0,0.0,0.0288485828787088,0.1136438474059104,0.0101767368614673,0.2242957651615142,0.0,0.0924383103847503,0.018866566941142,0.0130169466137886,0.0741608515381813,0.0,0.0,0.0466755330562591,0.0,0.0869267955422401,0.061065312474966,0.0229770559817552,0.1151898652315139,0.0316633470356464,0.0464541465044021,0.0716306418180465,0.0076422458514571,0.0443564876914024,0.0306220464408397,0.1521630436182022,0.1347763985395431,0.0,0.0130543932318687,0.1065913289785385,0.0,0.0224976707249879,0.0139058521017432,0.0,0.0080771660432219,0.305532157421112,0.0708919689059257,0.0478796511888504,0.014750930480659,0.0,0.2147842049598693,0.0938771516084671,0.086514689028263,0.0086428571428571,0.0152261904761905,-0.0027857142857142,0.0027976190476191,0.0316785714285714,-0.0114047619047618,0.0007261904761904,0.0005714285714285,0.0018571428571428,-0.0009047619047618,0.02325,0.0433809523809524,0.0012380952380952,-0.0027619047619047,0.0005119047619047,-0.0019166666666666,-0.0001309523809523,3.3306690738754695e-17,0.0,0.0,0.0006428571428571,-0.0005238095238095,0.0008214285714286,-0.0025119047619047,0.0,-0.0033214285714285,-0.0005119047619047,-0.0017142857142857,0.0003690476190476,0.0,0.0,0.0010357142857142,0.0,0.0034761904761905,0.0011904761904762,0.0019285714285714,-0.0017499999999999,-0.0013690476190476,-0.0010833333333332,0.0087261904761904,0.0001547619047619,0.0002142857142857,0.0022142857142857,0.0065833333333333,0.0126190476190476,0.0,0.0004523809523809,0.0016904761904762,0.0,-0.002845238095238,0.001845238095238,0.0,0.0006904761904761,0.0020714285714286,0.0060833333333333,-0.0003214285714285,0.0021428571428571,0.0,0.0166071428571428,0.0070952380952381,0.0045119047619047
2,0,42,xgboost,0.3,0.3,0.78,0.7942857142857143,0.1628703325986862,0.2399318814277649,0.0964598357677459,0.0496041066944599,0.519432008266449,0.3838008940219879,0.0425740629434585,0.0312331728637218,0.0198151543736457,0.0132911540567874,0.2539752125740051,0.3362897038459778,0.005616676993668,0.079125739634037,0.0294884666800498,0.139487162232399,0.0646076649427414,0.0392987541854381,0.0169287379831075,0.0,0.049695573747158,0.0900325179100036,0.0126666221767663,0.1457286030054092,0.0,0.0206427071243524,0.0322159007191658,0.0358563959598541,0.0132876420393586,0.0047299298457801,0.0311335250735282,0.0809498876333236,0.0,0.0600542575120925,0.0106190582737326,0.0230776350945234,0.0751866251230239,0.0178424268960952,0.0213268920779228,0.0713393241167068,0.0182501748204231,0.0224848892539739,0.0855868235230445,0.1271504461765289,0.1655767858028412,0.0,0.0203993935137987,0.0937904417514801,0.0,0.0203107837587595,0.0606615543365478,0.0,0.0116077531129121,0.1033439859747886,0.0898254811763763,0.0041162874549627,0.0184242874383926,0.0171147473156452,0.1028636470437049,0.0350447259843349,0.0129810087382793,0.0162619047619047,0.0132738095238095,-0.0015238095238095,0.0009047619047618,0.030345238095238,0.0161904761904761,-0.0001309523809524,0.0018809523809523,-0.0033214285714286,0.0014166666666666,0.0121190476190476,0.0509642857142857,0.0007142857142856,-0.0033333333333333,-0.0008214285714286,0.0034523809523809,0.001095238095238,9.523809523808158e-05,0.0017738095238094,0.0,-0.0022619047619047,-0.0057023809523809,-0.00025,-0.0014642857142857,0.0,-0.0031785714285714,-0.0002261904761904,0.0027261904761904,0.0001547619047618,-0.001047619047619,0.001345238095238,0.0023214285714285,0.0,0.0043095238095237,-0.0011190476190476,0.003892857142857,-0.0007261904761904,0.0019285714285714,-0.001047619047619,0.0070714285714285,-0.0006190476190476,-0.0001309523809524,0.0002857142857142,0.0054642857142856,0.018095238095238,0.0,0.0003809523809523,-0.0002857142857143,0.0,-0.0023690476190476,-2.3809523809525945e-05,0.0,-0.0020238095238095,0.001297619047619,0.0109047619047619,-0.0005119047619047,-0.0025119047619047,0.0036547619047618,0.0079047619047618,0.002095238095238,0.0020714285714285
2,0,42,xgboost,0.5,0.5,0.72,0.7709523809523811,0.3443997204303741,0.2830580770969391,0.0183717086911201,0.0495489165186882,0.7260921597480774,0.5301700234413147,0.0547510348260402,0.0970252677798271,0.0448690094053745,0.1309061497449875,0.4245655536651611,0.4290184378623962,0.0017025016713887,0.2818072438240051,0.0164196696132421,0.2055248469114303,0.0189065709710121,0.1396004408597946,0.0295851491391658,0.0,0.1053744629025459,0.0419987104833126,0.0136158000677824,0.2140389382839203,0.0,0.0485226102173328,0.0625865012407302,0.0295345596969127,0.029861805960536,0.0023386711254715,0.0547395125031471,0.2027997374534607,0.0040470324456691,0.0104260193184018,0.0080200275406241,0.0431160032749176,0.0524306334555149,0.0355275906622409,0.0346886068582534,0.0814258307218551,0.0646266043186187,0.0387097150087356,0.0226784422993659,0.1835519671440124,0.1893703788518905,0.0,0.0153015796095132,0.0615791715681552,0.0,0.0045606060884892,0.0740114375948906,0.0,0.0010045589879155,0.1190005838871002,0.126660868525505,0.0274673551321029,0.0300409775227308,0.0393495969474315,0.119846686720848,0.0447831600904464,0.0,0.0430238095238096,0.0170000000000001,-2.380952380941492e-05,0.0014880952380953,0.042154761904762,0.009452380952381,-0.0010357142857141,0.0157976190476191,0.0030952380952382,-0.0028095238095236,-0.0003690476190475,0.034404761904762,0.0007976190476192,-0.0092142857142856,-0.0010238095238093,-0.0024166666666665,0.0020357142857144,0.0108333333333334,0.0043095238095239,0.0,-0.0015476190476189,-0.0045833333333331,-0.0004523809523808,0.0055238095238096,0.0,-0.0026666666666665,0.0008809523809524,-0.0024642857142855,0.0005595238095239,9.523809523829252e-05,0.0050476190476191,0.006952380952381,-0.0007976190476189,0.00275,-0.0001666666666665,0.0032738095238096,0.0012500000000001,0.0012142857142858,0.0016666666666668,0.0067500000000001,-0.0013452380952379,-0.0012261904761903,-0.0008333333333332,0.0086190476190477,0.0194523809523811,0.0,0.0002380952380953,-0.0009285714285713,0.0,0.0003809523809525,-1.1904761904713013e-05,0.0,7.142857142873326e-05,0.0043214285714287,0.0078095238095239,-0.0016190476190475,-0.0025952380952379,0.0053333333333334,0.0093928571428572,0.0036428571428572,0.0
3,0,42,xgboost,0.1,0.1,0.73,0.7383333333333333,0.3499707281589508,0.2127005457878112,0.0157268997281789,0.0066703772172331,0.2687698602676391,0.2199874371290207,0.0,0.0257711745798587,0.0016987628769129,0.0081844087690114,0.0558174028992652,0.3370425403118133,0.0,0.1011443212628364,0.0063034445047378,0.1545331329107284,0.0723024755716323,0.0264376644045114,0.0594259537756443,0.0,0.0,0.0187959317117929,0.002168794395402,0.1141358390450477,0.0066764228977262,0.0203870106488466,0.0,0.0028084942605346,0.0048411046154797,0.0,0.0,0.1383478790521621,0.0019003450870513,0.0470134764909744,0.0885085389018058,0.0,0.0205253809690475,0.0204892270267009,0.0074213701300323,0.0015651094727218,0.0787525996565818,0.0220352504402399,0.0,0.0148767624050378,0.2537316679954529,0.0,0.0177753083407878,0.0881682410836219,0.0,0.0,0.0688922181725502,0.0,0.0350599512457847,0.2519316077232361,0.3348333239555359,0.0,0.0,0.0,0.0542426146566867,0.0559222698211669,0.0,0.0137857142857142,0.010595238095238,0.0017142857142856,0.0002261904761904,0.0351547619047618,0.0217738095238095,0.0,0.0033214285714285,-0.0001190476190476,0.0018214285714284,0.0036309523809523,0.029345238095238,0.0,0.0045833333333332,-0.0006547619047619,0.0122499999999999,0.0027023809523808,-0.0011071428571428,0.0083333333333332,0.0,0.0,0.0004047619047618,0.0005714285714285,0.0002619047619046,0.0002976190476189,-0.0014166666666667,0.0,0.0001666666666666,0.0008809523809523,0.0,0.0,0.0012976190476189,-0.0010714285714286,0.0008095238095237,-0.0051666666666667,0.0,-0.0002619047619048,0.0004047619047618,0.0005357142857142,0.0001428571428571,0.0024880952380952,-0.0013452380952381,0.0,0.0027738095238095,0.0092380952380952,0.0,-0.0016071428571429,0.0007857142857142,0.0,0.0,-0.0037380952380953,0.0,0.0045119047619046,0.014095238095238,-0.0038928571428571,0.0,0.0,0.0,-9.52380952381482e-05,-0.0019523809523809,0.0
