ratio,variant,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,magnitude,0.8455819583731653,0.704,0.8685950768187654,25
0.3,magnitude,0.794743838372111,0.7120000000000001,0.8970565449554694,25
0.5,magnitude,0.7606102379586743,0.7760000000000001,0.8895757631972065,25
0.1,directional,0.38782834007392253,0.696,0.7662119094806694,25
0.3,directional,0.43119688247252286,0.72,0.8464553298077918,25
0.5,directional,0.40769904533333334,0.7680000000000001,0.8072198413737763,25
