ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,0.8455819583731653,0.704,0.8685950768187654,25
0.3,0.794743838372111,0.7120000000000001,0.8970565449554694,25
0.5,0.7606102379586743,0.7760000000000001,0.8895757631972065,25
