ratio,variant,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,magnitude,0.8576983177365689,0.6240000000000001,0.8740437318627028,25
0.3,magnitude,0.7920473263691019,0.648,0.8859752963708005,25
0.5,magnitude,0.8103392759774114,0.624,0.8919615174027318,25
0.1,directional,0.39031625068533815,0.6240000000000001,0.7909640524306836,25
0.3,directional,0.44395112618102617,0.648,0.8362035055973444,25
0.5,directional,0.3895751428875635,0.624,0.8282658503857911,25
