ratio,mean_std,median_std,iqr_std,n_folds
0.1,0.0023609839562202303,0.002311369172186775,0.0003249007195377388,25
0.3,0.0022987785186236484,0.002280128682766849,0.0003179090667897594,25
0.5,0.0023496123107805745,0.0023990971404877427,0.0002547313641452888,25
