ratio,variant,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,magnitude,0.7753528059023367,0.384,0.8146612238895398,25
0.3,magnitude,0.7876560110272404,0.44800000000000006,0.8243014093470434,25
0.5,magnitude,0.7713403019735915,0.504,0.8236618558607849,25
0.1,directional,0.24624831111384723,0.384,0.3630416311664248,25
0.3,directional,0.26716292539925157,0.44800000000000006,0.4858454669301534,25
0.5,directional,0.2518804410145323,0.504,0.4975785035471705,25
