ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,0.835654323906082,0.6533333333333334,0.8638633994189026,15
0.3,0.7604720344137123,0.68,0.8924201405049017,15
0.5,0.7607224279217407,0.6266666666666666,0.888706521963827,15
