ratio,metric_accuracy_mean_tree,metric_roc_auc_mean_tree,metric_accuracy_mean_linear,metric_roc_auc_mean_linear,metric_accuracy_mean_delta_linear_minus_tree,metric_roc_auc_mean_delta_linear_minus_tree
0.1,0.7193999999999999,0.7575952380952381,0.7001999999999999,0.7503047619047619,-0.019199999999999995,-0.0072904761904761806
0.3,0.7578,0.7909047619047618,0.7239999999999999,0.7809142857142857,-0.03380000000000016,-0.009990476190476105
0.5,0.7214,0.7776523809523809,0.7117999999999999,0.7824,-0.009600000000000164,0.004747619047619112
