ratio_high,ratio_low,metric,median_diff,iqr_diff,n_pairs
0.3,0.1,metric_accuracy,0.04500000000000004,0.040000000000000036,25
0.3,0.1,metric_roc_auc,0.027380952380952284,0.03369047619047616,25
0.3,0.1,metric_train_pos_ratio,0.19999999999999998,0.0,25
0.5,0.1,metric_accuracy,0.014999999999999902,0.040000000000000036,25
0.5,0.1,metric_roc_auc,0.02964285714285686,0.0561904761904759,25
0.5,0.1,metric_train_pos_ratio,0.4,0.0,25
0.5,0.3,metric_accuracy,-0.030000000000000027,0.03500000000000003,25
0.5,0.3,metric_roc_auc,-0.004642857142856949,0.023571428571428577,25
0.5,0.3,metric_train_pos_ratio,0.2,0.0,25
