ratio,variant,mean_spearman,mean_topk_overlap,mean_cosine,n_folds,median_spearman,iqr_spearman,median_topk_overlap,iqr_topk_overlap,median_cosine,iqr_cosine
0.1,magnitude,0.924369077966982,0.496,0.8510180857811497,25,0.9224105541411436,0.04892522494788032,0.4,0.19999999999999996,0.845611293646233,0.046523286025882626
0.3,magnitude,0.8778819169695431,0.512,0.8854583460564589,25,0.8764369259185922,0.038517748702561194,0.4,0.19999999999999996,0.8943624080026448,0.030890435640517633
0.5,magnitude,0.873077472794093,0.592,0.8749415972040699,25,0.8811694484102629,0.06301826074870498,0.6,0.0,0.8751544693507292,0.03300695914737317
0.1,directional,0.2978464055720127,0.496,0.7261715286344885,25,0.3278159589232252,0.14351512986867448,0.4,0.19999999999999996,0.7452031963569761,0.11740984974250945
0.3,directional,0.2356069537432956,0.512,0.7761578583134194,25,0.26824335466328375,0.22089647067690826,0.4,0.19999999999999996,0.7939752234839852,0.0836544798859995
0.5,directional,0.2633275428563514,0.592,0.7554579929602221,25,0.29971537550508076,0.2326578194988425,0.6,0.0,0.7549897684750372,0.10994256349438425
