ratio,mean_std,median_std,iqr_std,n_folds
0.1,0.0015048480356057515,0.0015168620621713413,0.00019328491615805388,25
0.3,0.0014753218541039056,0.0014795777930057558,0.00014419715690242507,25
0.5,0.001528421314519809,0.0015457638608903047,0.0002675972046470706,25
