class_ratio,repeat_id,fold_id,tau,n_groups,agreement_spearman_raw,agreement_spearman_group,topk_overlap_raw,topk_overlap_group
0.1,0,0,0.6,18,0.77593984962406,0.8204334365325078,0.6,0.8
0.1,0,1,0.6,19,0.8586466165413533,0.9122807017543859,0.4,0.6
0.1,0,2,0.6,19,0.6947368421052631,0.856140350877193,0.8,0.8
0.1,0,3,0.6,19,0.849624060150376,0.8859649122807017,0.6,0.6
0.1,0,4,0.6,19,0.8646616541353382,0.8473684210526315,0.8,0.6
0.1,1,0,0.6,19,0.6917293233082705,0.6561403508771929,0.6,0.8
0.1,1,1,0.6,18,0.8645598194130925,0.8904958677685951,0.8,0.8
0.1,1,2,0.6,18,0.9383458646616539,0.9628482972136224,0.6,0.8
0.1,1,3,0.6,18,0.863157894736842,0.8286893704850361,0.8,0.8
0.1,1,4,0.6,19,0.8661654135338346,0.8543859649122807,0.8,0.6
0.1,2,0,0.6,18,0.6285714285714286,0.7667698658410733,0.6,0.6
0.1,2,1,0.6,18,0.911211437170805,0.890608875128999,1.0,1.0
0.1,2,2,0.6,19,0.806015037593985,0.8666666666666666,0.4,0.4
0.1,2,3,0.6,19,0.9744360902255638,0.9701754385964911,1.0,0.8
0.1,2,4,0.6,19,0.7924812030075187,0.7912280701754386,0.6,0.6
0.1,3,0,0.6,18,0.9052631578947368,0.9091847265221877,0.8,0.8
0.1,3,1,0.6,19,0.5744360902255639,0.556140350877193,0.8,0.6
0.1,3,2,0.6,19,0.8721804511278194,0.8508771929824561,1.0,0.8
0.1,3,3,0.6,19,0.8075187969924811,0.8596491228070176,0.6,0.6
0.1,3,4,0.6,19,0.8947368421052632,0.9210526315789472,0.6,0.6
0.1,4,0,0.6,18,0.9127819548872179,0.9009287925696594,0.8,1.0
0.1,4,1,0.6,19,0.7639097744360903,0.8508771929824561,0.8,1.0
0.1,4,2,0.6,19,0.669172932330827,0.6929824561403508,0.8,1.0
0.1,4,3,0.6,18,0.8436090225563909,0.8968008255933952,0.8,0.8
0.1,4,4,0.6,19,0.8436090225563909,0.83859649122807,0.6,0.6
0.3,0,0,0.6,18,0.8796992481203006,0.8679050567595459,0.8,0.8
0.3,0,1,0.6,19,0.8932330827067668,0.8807017543859648,1.0,1.0
0.3,0,2,0.6,19,0.8240601503759398,0.8368421052631579,0.6,0.8
0.3,0,3,0.6,19,0.7112781954887217,0.712280701754386,0.6,0.6
0.3,0,4,0.6,19,0.7609022556390977,0.7263157894736841,1.0,1.0
0.3,1,0,0.6,19,0.7383458646616541,0.7894736842105263,0.4,0.8
0.3,1,1,0.6,18,0.9353383458646616,0.933952528379773,0.8,1.0
0.3,1,2,0.6,18,0.8436090225563909,0.8204334365325078,0.8,0.8
0.3,1,3,0.6,18,0.8360902255639097,0.8059855521155831,0.8,1.0
0.3,1,4,0.6,19,0.9112781954887217,0.9368421052631579,0.8,1.0
0.3,2,0,0.6,18,0.8330827067669173,0.8658410732714137,0.6,0.8
0.3,2,1,0.6,18,0.8962406015037594,0.9133126934984519,0.6,0.8
0.3,2,2,0.6,19,0.8781954887218045,0.8842105263157896,0.8,0.8
0.3,2,3,0.6,19,0.8736842105263156,0.8614035087719297,0.8,1.0
0.3,2,4,0.6,19,0.7864661654135338,0.7614035087719299,1.0,0.8
0.3,3,0,0.6,18,0.5789473684210527,0.6553147574819401,0.4,0.6
0.3,3,1,0.6,19,0.8781954887218045,0.8807017543859648,0.6,0.8
0.3,3,2,0.6,19,0.8285714285714285,0.8017543859649122,0.8,0.8
0.3,3,3,0.6,19,0.8691729323308269,0.8894736842105263,0.6,0.8
0.3,3,4,0.6,19,0.8090225563909773,0.8,0.8,0.8
0.3,4,0,0.6,18,0.8270676691729323,0.8101135190918473,1.0,1.0
