ratio,mean_std,median_std,iqr_std,n_folds
0.1,0.0023745255592053124,0.0023058817457831072,0.0003318055533854179,25
0.3,0.0022988756439246026,0.0022816181799915104,0.000308413727750628,25
0.5,0.002340312255008928,0.0023979463248077052,0.00025833793091075167,25
