ratio,variant,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,magnitude,0.8126741253274019,0.56,0.8326517710159698,25
0.3,magnitude,0.8262282880014524,0.5760000000000001,0.8544533970079327,25
0.5,magnitude,0.8005986272339015,0.6080000000000001,0.8660557955731935,25
0.1,directional,0.37807979884973136,0.56,0.7132218710776727,25
0.3,directional,0.4002787349696474,0.5760000000000001,0.7495051523621509,25
0.5,directional,0.44248110967844434,0.6080000000000001,0.7781839531800003,25
