class_ratio,repeat_id,fold_id,tau,n_groups,agreement_spearman_raw,agreement_spearman_group,topk_overlap_raw,topk_overlap_group
0.1,0,0,0.5,17,0.831578947368421,0.8651960784313727,0.8,0.8
0.1,0,1,0.5,17,0.7293233082706766,0.8602941176470589,0.6,0.8
0.1,0,2,0.5,17,0.9097744360902256,0.8995098039215688,0.8,0.6
0.1,0,3,0.5,17,0.78796992481203,0.8578431372549021,0.6,0.8
0.1,0,4,0.5,17,0.793984962406015,0.7892156862745099,0.6,0.8
0.1,1,0,0.5,17,0.806015037593985,0.875,0.4,0.6
0.1,1,1,0.5,17,0.8857142857142858,0.8872549019607844,1.0,0.8
0.1,1,2,0.5,17,0.6887218045112782,0.8504901960784315,0.6,0.8
0.1,1,3,0.5,17,0.8887218045112781,0.9093137254901962,0.8,0.8
0.1,1,4,0.5,17,0.8240601503759398,0.8995098039215688,0.8,0.8
0.1,2,0,0.5,17,0.7203007518796991,0.7377450980392158,0.6,0.4
0.1,2,1,0.5,17,0.882706766917293,0.8700980392156864,1.0,0.6
0.1,2,2,0.5,17,0.8075187969924811,0.8039215686274511,0.6,0.6
0.1,2,3,0.5,17,0.78796992481203,0.8039215686274511,0.6,0.6
0.1,2,4,0.5,17,0.8616541353383457,0.9044117647058825,0.8,0.8
0.1,3,0,0.5,17,0.6646616541353383,0.806372549019608,0.6,0.6
0.1,3,1,0.5,17,0.8165413533834586,0.9215686274509804,0.8,0.8
0.1,3,2,0.5,17,0.932330827067669,0.9411764705882353,0.6,0.8
0.1,3,3,0.5,17,0.8030075187969924,0.8039215686274511,0.6,0.6
0.1,3,4,0.5,17,0.7999999999999999,0.8480392156862745,0.6,0.6
0.1,4,0,0.5,17,0.8330827067669173,0.8725490196078433,0.8,0.8
0.1,4,1,0.5,17,0.9157894736842105,0.9583333333333335,0.8,1.0
0.1,4,2,0.5,17,0.6481203007518795,0.7769607843137256,0.4,0.6
0.1,4,3,0.5,17,0.7127819548872181,0.8284313725490197,0.4,0.4
0.1,4,4,0.5,17,0.8360902255639097,0.7916666666666667,0.8,0.8
0.3,0,0,0.5,17,0.8766917293233082,0.9191176470588237,0.8,0.8
0.3,0,1,0.5,17,0.8506958104420347,0.9307175262545413,0.8,1.0
0.3,0,2,0.5,17,0.8556390977443609,0.9240196078431374,0.8,0.8
0.3,0,3,0.5,17,0.9082706766917292,0.9019607843137255,0.6,0.8
0.3,0,4,0.5,17,0.7308270676691728,0.7107843137254903,0.8,0.8
0.3,1,0,0.5,17,0.8105263157894737,0.8112745098039217,0.6,0.6
0.3,1,1,0.5,17,0.9127819548872179,0.9436274509803922,0.8,0.8
0.3,1,2,0.5,17,0.813533834586466,0.8823529411764707,0.6,0.6
0.3,1,3,0.5,17,0.838661210117479,0.8620479854505172,0.6,0.8
0.3,1,4,0.5,17,0.8706766917293233,0.9607843137254902,0.6,0.8
0.3,2,0,0.5,17,0.8481203007518796,0.9166666666666667,0.6,0.8
0.3,2,1,0.5,17,0.8812030075187969,0.931372549019608,0.8,0.8
0.3,2,2,0.5,17,0.7022556390977444,0.6740196078431374,0.6,0.6
0.3,2,3,0.5,17,0.7338345864661654,0.8897058823529412,0.8,0.8
0.3,2,4,0.5,17,0.831578947368421,0.9191176470588237,0.6,0.8
0.3,3,0,0.5,17,0.8120300751879698,0.8725490196078433,0.8,0.8
0.3,3,1,0.5,17,0.8421052631578947,0.8676470588235294,0.6,0.8
0.3,3,2,0.5,17,0.7669172932330827,0.8284313725490197,0.6,0.6
0.3,3,3,0.5,17,0.8345864661654135,0.8823529411764707,0.6,0.6
0.3,3,4,0.5,17,0.8436090225563909,0.8578431372549021,1.0,0.8
0.3,4,0,0.5,17,0.8947368421052632,0.9044117647058825,0.8,0.8
0.3,4,1,0.5,17,0.6736842105263157,0.8700980392156864,0.6,0.8
0.3,4,2,0.5,17,0.8330827067669173,0.875,0.4,0.6
0.3,4,3,0.5,17,0.9112781954887217,0.8897058823529412,0.8,0.8
0.3,4,4,0.5,17,0.875187969924812,0.8725490196078433,0.8,0.6
0.5,0,0,0.5,17,0.7999999999999999,0.8553921568627452,0.8,0.8
0.5,0,1,0.5,17,0.8466165413533834,0.9191176470588237,0.4,0.6
0.5,0,2,0.5,17,0.7849624060150376,0.8529411764705884,0.8,0.6
0.5,0,3,0.5,17,0.8526315789473683,0.9019607843137255,0.6,0.8
0.5,0,4,0.5,17,0.7684210526315788,0.7671568627450981,0.6,0.8
0.5,1,0,0.5,17,0.7533834586466165,0.7892156862745099,0.6,0.6
0.5,1,1,0.5,17,0.9172932330827066,0.9093137254901962,1.0,0.8
0.5,1,2,0.5,17,0.8120300751879698,0.7892156862745099,0.6,0.6
0.5,1,3,0.5,17,0.8451127819548873,0.9044117647058825,0.8,0.8
0.5,1,4,0.5,17,0.819548872180451,0.8970588235294119,0.4,0.8
0.5,2,0,0.5,17,0.7684210526315788,0.8161764705882354,0.6,0.6
0.5,2,1,0.5,17,0.9022556390977443,0.9068627450980394,0.8,0.6
0.5,2,2,0.5,17,0.7398496240601502,0.7818627450980392,0.4,0.6
