class_ratio,repeat_id,fold_id,tau,n_groups,agreement_spearman_raw,agreement_spearman_group,topk_overlap_raw,topk_overlap_group
0.1,0,0,0.6,18,0.831578947368421,0.8369453044375645,0.8,0.8
0.1,0,1,0.6,19,0.7293233082706766,0.8719298245614034,0.6,0.8
0.1,0,2,0.6,19,0.9097744360902256,0.8964912280701753,0.8,0.8
0.1,0,3,0.6,19,0.78796992481203,0.7912280701754386,0.6,0.6
0.1,0,4,0.6,19,0.793984962406015,0.7719298245614035,0.6,0.8
0.1,1,0,0.6,19,0.806015037593985,0.8298245614035088,0.4,0.6
0.1,1,1,0.6,18,0.8857142857142858,0.8637770897832818,1.0,0.8
0.1,1,2,0.6,18,0.6887218045112782,0.8431372549019607,0.6,0.8
0.1,1,3,0.6,18,0.8887218045112781,0.8844169246646028,0.8,1.0
0.1,1,4,0.6,19,0.8240601503759398,0.8982456140350877,0.8,0.8
0.1,2,0,0.6,18,0.7203007518796991,0.739938080495356,0.6,0.6
0.1,2,1,0.6,18,0.882706766917293,0.8823529411764706,1.0,0.8
0.1,2,2,0.6,19,0.8075187969924811,0.8315789473684211,0.6,0.6
0.1,2,3,0.6,19,0.78796992481203,0.8070175438596491,0.6,0.8
0.1,2,4,0.6,19,0.8616541353383457,0.856140350877193,0.8,0.6
0.1,3,0,0.6,18,0.6646616541353383,0.7667698658410733,0.6,0.8
0.1,3,1,0.6,19,0.8165413533834586,0.8245614035087718,0.8,0.8
0.1,3,2,0.6,19,0.932330827067669,0.9280701754385964,0.6,0.6
0.1,3,3,0.6,19,0.8030075187969924,0.7859649122807018,0.6,0.4
0.1,3,4,0.6,19,0.7999999999999999,0.83859649122807,0.6,0.6
0.1,4,0,0.6,18,0.8330827067669173,0.8864809081527348,0.8,0.8
0.1,4,1,0.6,19,0.9157894736842105,0.9228070175438597,0.8,0.8
0.1,4,2,0.6,19,0.6481203007518795,0.7666666666666666,0.4,0.6
0.1,4,3,0.6,18,0.7127819548872181,0.7378740970072238,0.4,0.4
0.1,4,4,0.6,19,0.8360902255639097,0.8105263157894737,0.8,0.8
0.3,0,0,0.6,18,0.8766917293233082,0.8575851393188855,0.8,1.0
0.3,0,1,0.6,19,0.8506958104420347,0.9188241340872948,0.8,1.0
0.3,0,2,0.6,19,0.8556390977443609,0.9280701754385964,0.8,1.0
0.3,0,3,0.6,19,0.9082706766917292,0.9105263157894736,0.6,0.8
0.3,0,4,0.6,19,0.7308270676691728,0.6982456140350877,0.8,0.8
0.3,1,0,0.6,19,0.8105263157894737,0.8087719298245614,0.6,0.8
0.3,1,1,0.6,18,0.9127819548872179,0.8844169246646028,0.8,1.0
0.3,1,2,0.6,18,0.813533834586466,0.8575851393188855,0.6,0.8
0.3,1,3,0.6,18,0.838661210117479,0.8497677952253673,0.6,0.8
0.3,1,4,0.6,19,0.8706766917293233,0.9245614035087718,0.6,0.8
0.3,2,0,0.6,18,0.8481203007518796,0.894736842105263,0.6,0.6
0.3,2,1,0.6,18,0.8812030075187969,0.8575851393188855,0.8,0.6
0.3,2,2,0.6,19,0.7022556390977444,0.7421052631578948,0.6,0.8
0.3,2,3,0.6,19,0.7338345864661654,0.8947368421052632,0.8,0.8
0.3,2,4,0.6,19,0.831578947368421,0.9192982456140351,0.6,0.8
0.3,3,0,0.6,18,0.8120300751879698,0.8596491228070176,0.8,0.8
0.3,3,1,0.6,19,0.8421052631578947,0.8596491228070176,0.6,0.8
0.3,3,2,0.6,19,0.7669172932330827,0.8263157894736841,0.6,0.8
0.3,3,3,0.6,19,0.8345864661654135,0.8403508771929825,0.6,0.6
0.3,3,4,0.6,19,0.8436090225563909,0.8157894736842105,1.0,1.0
0.3,4,0,0.6,18,0.8947368421052632,0.9050567595459237,0.8,1.0
0.3,4,1,0.6,19,0.6736842105263157,0.8140350877192982,0.6,0.6
0.3,4,2,0.6,19,0.8330827067669173,0.8526315789473684,0.4,0.4
0.3,4,3,0.6,18,0.9112781954887217,0.915376676986584,0.8,0.8
0.3,4,4,0.6,19,0.875187969924812,0.8701754385964912,0.8,0.8
0.5,0,0,0.6,18,0.7999999999999999,0.8018575851393188,0.8,1.0
0.5,0,1,0.6,19,0.8466165413533834,0.9070175438596491,0.4,0.6
0.5,0,2,0.6,19,0.7849624060150376,0.8122807017543859,0.8,0.8
0.5,0,3,0.6,19,0.8526315789473683,0.8736842105263157,0.6,0.6
0.5,0,4,0.6,19,0.7684210526315788,0.7578947368421053,0.6,0.8
0.5,1,0,0.6,19,0.7533834586466165,0.7666666666666666,0.6,0.6
0.5,1,1,0.6,18,0.9172932330827066,0.9215686274509803,1.0,1.0
0.5,1,2,0.6,18,0.8120300751879698,0.7667698658410733,0.6,0.6
0.5,1,3,0.6,18,0.8451127819548873,0.826625386996904,0.8,0.8
0.5,1,4,0.6,19,0.819548872180451,0.8982456140350877,0.4,0.6
0.5,2,0,0.6,18,0.7684210526315788,0.8410732714138286,0.6,0.6
0.5,2,1,0.6,18,0.9022556390977443,0.915376676986584,0.8,0.8
0.5,2,2,0.6,19,0.7398496240601502,0.7894736842105263,0.4,0.6
0.5,2,3,0.6,19,0.6526315789473683,0.8614035087719297,0.8,0.8
0.5,2,4,0.6,19,0.9308270676691727,0.9701754385964911,0.6,0.8
0.5,3,0,0.6,18,0.7428571428571428,0.8555211558307534,0.8,0.8
0.5,3,1,0.6,19,0.8857142857142858,0.8894736842105263,0.6,0.6
0.5,3,2,0.6,19,0.8225563909774435,0.8578947368421052,0.6,0.6
0.5,3,3,0.6,19,0.8300751879699247,0.8368421052631579,0.6,0.6
0.5,3,4,0.6,19,0.9458646616541352,0.9350877192982456,0.8,1.0
0.5,4,0,0.6,18,0.9127819548872179,0.9174406604747163,0.8,0.8
0.5,4,1,0.6,19,0.8721804511278194,0.9052631578947368,0.8,0.8
0.5,4,2,0.6,19,0.8917293233082706,0.8912280701754386,0.6,0.8
0.5,4,3,0.6,18,0.837593984962406,0.8390092879256965,0.8,0.8
0.5,4,4,0.6,19,0.8917293233082706,0.9228070175438597,0.6,0.8
