class_ratio,repeat_id,fold_id,tau,n_groups,agreement_spearman_raw,agreement_spearman_group,topk_overlap_raw,topk_overlap_group
0.5,2,1,0.7,20,0.9022556390977443,0.9022556390977443,0.8,0.8
0.5,2,2,0.7,20,0.7398496240601502,0.7398496240601502,0.4,0.4
0.5,2,3,0.7,20,0.6526315789473683,0.6526315789473683,0.8,0.8
0.5,2,4,0.7,20,0.9308270676691727,0.9308270676691727,0.6,0.6
0.5,3,0,0.7,20,0.7428571428571428,0.7428571428571428,0.8,0.8
0.5,3,1,0.7,20,0.8857142857142858,0.8857142857142858,0.6,0.6
0.5,3,2,0.7,20,0.8225563909774435,0.8225563909774435,0.6,0.6
0.5,3,3,0.7,20,0.8300751879699247,0.8300751879699247,0.6,0.6
0.5,3,4,0.7,20,0.9458646616541352,0.9458646616541352,0.8,0.8
0.5,4,0,0.7,20,0.9127819548872179,0.9127819548872179,0.8,0.8
0.5,4,1,0.7,20,0.8721804511278194,0.8721804511278194,0.8,0.8
0.5,4,2,0.7,20,0.8917293233082706,0.8917293233082706,0.6,0.6
0.5,4,3,0.7,20,0.837593984962406,0.837593984962406,0.8,0.8
0.5,4,4,0.7,20,0.8917293233082706,0.8917293233082706,0.6,0.6
