ratio_high,ratio_low,metric,median_diff,iqr_diff,n_pairs
0.3,0.1,metric_accuracy,0.040000000000000036,0.020000000000000018,25
0.3,0.1,metric_roc_auc,0.035119047619047494,0.04011904761904772,25
0.5,0.1,metric_accuracy,0.015000000000000013,0.030000000000000027,25
0.5,0.1,metric_roc_auc,0.028690476190476155,0.048452380952381024,25
0.5,0.3,metric_accuracy,-0.025000000000000022,0.029999999999999916,25
0.5,0.3,metric_roc_auc,-0.008809523809523823,0.023809523809524058,25
