ratio,variant,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,magnitude,0.8571154135705314,0.632,0.8697597611875914,25
0.3,magnitude,0.7988489263538376,0.6240000000000001,0.8946821745592186,25
0.5,magnitude,0.8199945296261805,0.6,0.8991994092684011,25
0.1,directional,0.4086653889369841,0.632,0.7920135709723075,25
0.3,directional,0.41832111406275196,0.6240000000000001,0.8427120149851456,25
0.5,directional,0.4145403252408878,0.6,0.8440821537540859,25
